Station,Date and Time,Air Temp,RH,Dewpoint,Solar Rad,Precip,Wind,Wind Dir,Gust Speed
fcl01,2022-12-01 00:00:00,15.19,0.874,12.12,0.0,0.0,1.22,287.5,3.11
fcl01,2022-12-01 00:05:00,15.13,0.871,11.99,0.0,0.0,0.15,302.6,0.96
fcl01,2022-12-01 00:10:00,15.01,0.87,11.84,0.0,0.0,1.47,160.8,3.33
fcl01,2022-12-01 00:15:00,15.33,0.873,12.24,0.0,0.0,4.82,95.8,6.4
fcl01,2022-12-01 00:20:00,16.02,0.867,12.75,0.0,0.0,2.42,33.8,5.83
fcl01,2022-12-01 00:25:00,15.94,0.858,12.45,0.0,0.0,2.3,64.3,5.13
fcl01,2022-12-01 00:30:00,15.69,0.856,12.15,0.0,0.0,1.64,49.5,3.68
fcl01,2022-12-01 00:35:00,15.12,0.856,11.58,0.0,0.0,2.41,21.9,3.86
fcl01,2022-12-01 00:40:00,14.5,0.856,10.98,0.0,0.0,1.78,346.2,3.95
fcl01,2022-12-01 00:45:00,13.95,0.857,10.45,0.0,0.0,2.48,333.0,3.81
fcl01,2022-12-01 00:50:00,13.75,0.861,10.36,0.0,0.0,2.44,226.1,5.26
fcl01,2022-12-01 00:55:00,13.66,0.866,10.41,0.0,0.0,1.63,179.0,3.2
fcl01,2022-12-01 01:00:00,14.09,0.869,10.91,0.0,0.0,1.91,0.1,3.55
fcl01,2022-12-01 01:05:00,14.31,0.867,11.07,0.0,0.0,0.82,322.7,2.1
fcl01,2022-12-01 01:10:00,14.07,0.864,10.76,0.0,0.0,0.66,226.5,2.59
fcl01,2022-12-01 01:15:00,13.24,0.861,9.87,0.0,0.0,3.31,231.8,4.95
fcl01,2022-12-01 01:20:00,13.14,0.867,9.92,0.0,0.0,1.47,233.6,2.81
fcl01,2022-12-01 01:25:00,13.75,0.874,10.7,0.0,0.0,1.14,311.6,2.1
fcl01,2022-12-01 01:30:00,13.93,0.874,10.88,0.0,0.0,0.76,284.1,1.93
fcl01,2022-12-01 01:35:00,13.86,0.873,10.78,0.0,0.0,0.66,9.8,2.37
fcl01,2022-12-01 01:40:00,13.73,0.872,10.63,0.0,0.0,0.72,238.2,2.15
fcl01,2022-12-01 01:45:00,13.41,0.872,10.31,0.0,0.0,0.38,304.8,1.75
fcl01,2022-12-01 01:50:00,13.42,0.876,10.43,0.0,0.0,0.35,174.3,1.58
fcl01,2022-12-01 01:55:00,12.96,0.874,9.92,0.0,0.0,2.5,213.2,5.74
fcl01,2022-12-01 02:00:00,12.51,0.878,9.58,0.0,0.0,0.57,280.6,2.5
fcl01,2022-12-01 02:05:00,13.28,0.886,10.55,0.0,0.0,2.6,247.7,4.47
fcl01,2022-12-01 02:10:00,13.42,0.883,10.61,0.0,0.0,0.31,236.6,1.89
fcl01,2022-12-01 02:15:00,13.39,0.88,10.5,0.0,0.0,1.74,251.0,3.55
fcl01,2022-12-01 02:20:00,12.92,0.874,9.88,0.0,0.0,2.33,234.7,3.07
fcl01,2022-12-01 02:25:00,12.79,0.877,9.84,0.0,0.0,0.91,292.3,2.76
fcl01,2022-12-01 02:30:00,13.48,0.884,10.69,0.0,0.0,2.02,328.0,4.12
fcl01,2022-12-01 02:35:00,13.82,0.885,11.05,0.0,0.0,2.25,173.3,5.22
fcl01,2022-12-01 02:40:00,13.68,0.88,10.78,0.0,0.0,2.13,212.7,5.83
fcl01,2022-12-01 02:45:00,14.13,0.881,11.25,0.0,0.0,0.75,146.7,2.46
fcl01,2022-12-01 02:50:00,14.54,0.879,11.61,0.0,0.0,2.21,7.2,5.04
fcl01,2022-12-01 02:55:00,15.26,0.873,12.16,0.0,0.0,2.32,41.2,5.0
fcl01,2022-12-01 03:00:00,15.04,0.864,11.72,0.0,0.0,1.96,232.5,4.3
fcl01,2022-12-01 03:05:00,14.94,0.865,11.64,0.0,0.0,1.54,67.5,2.81
fcl01,2022-12-01 03:10:00,15.22,0.868,12.0,0.0,0.0,2.17,66.1,3.33
fcl01,2022-12-01 03:15:00,15.08,0.865,11.78,0.0,0.0,1.17,48.5,4.34
fcl01,2022-12-01 03:20:00,14.95,0.865,11.66,0.0,0.0,0.57,58.3,1.84
fcl01,2022-12-01 03:25:00,14.79,0.867,11.55,0.0,0.0,1.45,66.8,3.24
fcl01,2022-12-01 03:30:00,14.86,0.869,11.67,0.0,0.0,2.13,20.1,4.69
fcl01,2022-12-01 03:35:00,14.79,0.868,11.57,0.0,0.0,0.6,195.7,2.37
fcl01,2022-12-01 03:40:00,14.61,0.87,11.45,0.0,0.0,0.87,170.2,2.72
fcl01,2022-12-01 03:45:00,14.67,0.875,11.63,0.0,0.0,2.87,303.1,4.95
fcl01,2022-12-01 03:50:00,14.72,0.875,11.68,0.0,0.0,2.08,310.1,4.43
fcl01,2022-12-01 03:55:00,14.47,0.872,11.36,0.0,0.0,1.84,312.5,3.81
fcl01,2022-12-01 04:00:00,14.25,0.87,11.09,0.0,0.0,1.65,299.9,4.47
fcl01,2022-12-01 04:05:00,14.05,0.87,10.9,0.0,0.0,1.05,230.6,2.5
fcl01,2022-12-01 04:10:00,13.75,0.868,10.55,0.0,0.0,0.83,226.7,2.54
fcl01,2022-12-01 04:15:00,13.37,0.866,10.12,0.0,0.0,1.16,245.0,3.07
fcl01,2022-12-01 04:20:00,13.41,0.872,10.31,0.0,0.0,1.66,63.6,3.29
fcl01,2022-12-01 04:25:00,13.71,0.877,10.74,0.0,0.0,1.04,350.1,2.63
fcl01,2022-12-01 04:30:00,14.05,0.88,11.16,0.0,0.0,0.96,347.6,2.46
fcl01,2022-12-01 04:35:00,14.0,0.879,11.08,0.0,0.0,0.42,25.5,1.14
fcl01,2022-12-01 04:40:00,14.07,0.88,11.17,0.0,0.0,1.05,3.3,3.46
fcl01,2022-12-01 04:45:00,14.05,0.879,11.13,0.0,0.0,0.45,166.0,1.67
fcl01,2022-12-01 04:50:00,14.05,0.88,11.16,0.0,0.0,0.87,318.7,2.59
fcl01,2022-12-01 04:55:00,14.04,0.88,11.14,0.0,0.0,0.15,307.7,1.18
fcl01,2022-12-01 05:00:00,13.84,0.88,10.94,0.0,0.0,1.12,202.7,1.89
fcl01,2022-12-01 05:05:00,13.57,0.881,10.7,0.0,0.0,0.37,211.3,1.84
fcl01,2022-12-01 05:10:00,13.86,0.886,11.11,0.0,0.0,2.12,76.0,5.53
fcl01,2022-12-01 05:15:00,14.41,0.888,11.72,0.0,0.0,1.32,295.0,3.16
fcl01,2022-12-01 05:20:00,14.45,0.885,11.67,0.0,0.0,0.25,327.3,1.45
fcl01,2022-12-01 05:25:00,14.38,0.884,11.58,0.0,0.0,1.17,17.0,2.68
fcl01,2022-12-01 05:30:00,14.56,0.884,11.76,0.0,0.0,0.9,307.6,2.5
fcl01,2022-12-01 05:35:00,14.41,0.882,11.56,0.0,0.0,0.4,266.1,1.75
fcl01,2022-12-01 05:40:00,14.22,0.882,11.37,0.0,0.0,2.04,305.1,4.21
fcl01,2022-12-01 05:45:00,14.59,0.885,11.82,0.0,0.0,1.11,311.4,3.59
fcl01,2022-12-01 05:50:00,14.65,0.884,11.84,0.0,0.0,0.53,246.3,2.28
fcl01,2022-12-01 05:55:00,14.94,0.885,12.15,0.0,0.0,2.25,27.3,4.91
fcl01,2022-12-01 06:00:00,15.58,0.881,12.69,0.0,0.0,3.41,58.3,4.95
fcl01,2022-12-01 06:05:00,15.51,0.873,12.41,0.0,0.0,0.89,321.5,2.24
fcl01,2022-12-01 06:10:00,15.73,0.874,12.65,0.0,0.0,3.36,83.0,5.22
fcl01,2022-12-01 06:15:00,16.09,0.872,12.95,0.0,0.0,0.57,350.6,1.62
fcl01,2022-12-01 06:20:00,16.07,0.868,12.83,0.0,0.0,0.14,284.8,1.32
fcl01,2022-12-01 06:25:00,15.78,0.865,12.47,0.0,0.0,1.16,158.6,2.63
fcl01,2022-12-01 06:30:00,16.14,0.87,12.96,0.0,0.0,1.57,341.2,2.81
fcl01,2022-12-01 06:35:00,16.45,0.867,13.18,0.0,0.0,0.64,247.2,2.1
fcl01,2022-12-01 06:40:00,15.96,0.859,12.49,0.0,0.0,1.84,237.4,3.38
fcl01,2022-12-01 06:45:00,15.39,0.858,11.9,0.0,0.0,2.51,258.6,3.59
fcl01,2022-12-01 06:50:00,15.73,0.868,12.5,0.62,0.0,2.09,263.7,5.09
fcl01,2022-12-01 06:55:00,15.57,0.867,12.31,2.87,0.0,1.39,258.0,4.08
fcl01,2022-12-01 07:00:00,15.6,0.869,12.4,4.84,0.0,1.73,250.7,2.98
fcl01,2022-12-01 07:05:00,15.82,0.872,12.69,5.25,0.0,1.14,300.5,2.15
fcl01,2022-12-01 07:10:00,16.36,0.873,13.25,8.91,0.0,0.99,93.0,2.28
fcl01,2022-12-01 07:15:00,16.86,0.869,13.64,13.28,0.0,0.72,327.4,2.15
fcl01,2022-12-01 07:20:00,17.13,0.864,13.77,16.89,0.0,1.7,260.8,3.95
fcl01,2022-12-01 07:25:00,16.72,0.858,13.21,23.31,0.0,1.07,279.3,2.41
fcl01,2022-12-01 07:30:00,17.15,0.862,13.74,32.72,0.0,1.56,35.9,2.81
fcl01,2022-12-01 07:35:00,17.81,0.86,14.33,40.17,0.0,2.27,9.5,4.56
fcl01,2022-12-01 07:40:00,18.33,0.847,14.5,47.79,0.0,2.08,3.9,3.73
fcl01,2022-12-01 07:45:00,18.87,0.831,14.59,82.5,0.0,2.27,285.0,4.03
fcl01,2022-12-01 07:50:00,19.71,0.821,15.14,152.8,0.0,1.89,342.3,3.77
fcl01,2022-12-01 07:55:00,21.1,0.794,15.74,186.8,0.0,2.3,1.7,3.55
fcl01,2022-12-01 08:00:00,22.33,0.76,15.9,149.8,0.0,1.07,8.1,4.12
fcl01,2022-12-01 08:05:00,22.89,0.737,15.74,92.9,0.0,0.81,253.4,2.54
fcl01,2022-12-01 08:10:00,22.49,0.731,15.17,101.5,0.0,1.92,278.0,3.59
fcl01,2022-12-01 08:15:00,22.88,0.733,15.61,102.3,0.0,0.8,12.4,2.94
fcl01,2022-12-01 08:20:00,23.84,0.711,15.85,110.9,0.0,2.27,115.3,4.47
fcl01,2022-12-01 08:25:00,24.32,0.69,15.62,118.2,0.0,0.64,108.4,2.54
fcl01,2022-12-01 08:30:00,24.54,0.69,15.81,128.7,0.0,1.7,195.9,4.08
fcl01,2022-12-01 08:35:00,25.32,0.683,16.32,138.4,0.0,2.4,80.4,3.99
fcl01,2022-12-01 08:40:00,25.79,0.654,15.78,142.0,0.0,3.1,44.1,4.34
fcl01,2022-12-01 08:45:00,26.03,0.657,16.11,163.9,0.0,1.97,285.8,4.43
fcl01,2022-12-01 08:50:00,25.64,0.665,16.04,158.4,0.0,2.49,215.7,5.96
fcl01,2022-12-01 08:55:00,26.22,0.671,16.8,171.7,0.0,1.75,273.8,2.89
fcl01,2022-12-01 09:00:00,26.25,0.665,16.59,184.1,0.0,2.48,278.0,4.56
fcl01,2022-12-01 09:05:00,27.2,0.662,17.41,200.2,0.0,1.39,243.3,3.59
fcl01,2022-12-01 09:10:00,28.08,0.646,17.68,224.3,0.0,1.81,231.3,4.95
fcl01,2022-12-01 09:15:00,28.59,0.642,18.02,232.7,0.0,2.24,29.0,4.3
fcl01,2022-12-01 09:20:00,29.41,0.629,18.32,233.2,0.0,2.0,180.6,5.0
fcl01,2022-12-01 09:25:00,29.87,0.629,18.77,271.3,0.0,2.34,74.3,6.62
fcl01,2022-12-01 09:30:00,30.84,0.618,19.27,288.9,0.0,3.82,72.8,6.66
fcl01,2022-12-01 09:35:00,31.82,0.592,19.18,298.4,0.0,2.05,48.8,5.83
fcl01,2022-12-01 09:40:00,32.37,0.575,19.03,322.6,0.0,2.69,57.7,4.82
fcl01,2022-12-01 09:45:00,32.72,0.574,19.33,343.7,0.0,4.02,245.0,6.53
fcl01,2022-12-01 09:50:00,32.9,0.581,19.78,326.2,0.0,3.47,251.5,7.5
fcl01,2022-12-01 09:55:00,33.05,0.565,19.27,252.6,0.0,2.24,323.1,5.09
fcl01,2022-12-01 10:00:00,33.37,0.567,19.64,230.6,0.0,3.7,20.4,6.09
fcl01,2022-12-01 10:05:00,33.76,0.532,18.53,238.1,0.0,1.37,359.6,3.46
fcl01,2022-12-01 10:10:00,34.39,0.514,18.31,304.1,0.0,2.88,30.7,6.09
fcl01,2022-12-01 10:15:00,35.67,0.497,18.72,491.3,0.0,1.13,9.9,3.46
fcl01,2022-12-01 10:20:00,37.21,0.46,18.33,517.4,0.0,2.26,56.5,4.08
fcl01,2022-12-01 10:25:00,37.46,0.449,17.96,502.5,0.0,2.61,92.5,5.57
fcl01,2022-12-01 10:30:00,37.5,0.457,18.45,505.2,0.01,3.09,62.9,4.43
fcl01,2022-12-01 10:35:00,38.26,0.434,17.93,484.1,0.01,2.04,16.6,3.38
fcl01,2022-12-01 10:40:00,38.79,0.428,18.08,495.8,0.0,1.47,118.5,4.3
fcl01,2022-12-01 10:45:00,40.09,0.415,18.56,495.0,0.0,1.04,112.7,3.29
fcl01,2022-12-01 10:50:00,40.76,0.411,18.93,497.9,0.01,0.69,170.0,3.24
fcl01,2022-12-01 10:55:00,40.97,0.402,18.61,500.7,0.0,1.3,309.6,3.11
fcl01,2022-12-01 11:00:00,39.89,0.406,17.83,507.1,0.01,3.15,49.2,6.05
fcl01,2022-12-01 11:05:00,39.15,0.428,18.39,509.4,0.0,3.53,40.5,6.62
fcl01,2022-12-01 11:10:00,39.4,0.426,18.5,525.1,0.01,3.81,60.4,8.11
fcl01,2022-12-01 11:15:00,39.32,0.43,18.68,523.5,0.0,2.48,90.7,5.92
fcl01,2022-12-01 11:20:00,40.2,0.428,19.39,513.4,0.0,2.85,41.8,6.62
fcl01,2022-12-01 11:25:00,40.45,0.42,19.15,511.8,0.01,1.53,100.2,3.73
fcl01,2022-12-01 11:30:00,40.88,0.421,19.62,501.6,0.0,2.01,338.3,3.95
fcl01,2022-12-01 11:35:00,40.89,0.395,18.12,512.2,0.0,2.83,8.6,5.17
fcl01,2022-12-01 11:40:00,41.14,0.442,20.96,443.9,0.0,1.61,70.6,3.68
fcl01,2022-12-01 11:45:00,41.4,0.399,18.83,413.1,0.01,2.42,28.4,4.43
fcl01,2022-12-01 11:50:00,41.62,0.403,19.21,443.9,0.0,1.16,151.7,2.89
fcl01,2022-12-01 11:55:00,41.76,0.436,21.23,474.3,0.0,2.77,281.4,5.0
fcl01,2022-12-01 12:00:00,42.06,0.44,21.7,421.0,0.01,1.89,307.3,4.74
fcl01,2022-12-01 12:05:00,42.93,0.424,21.62,440.9,0.0,1.73,90.4,4.25
fcl01,2022-12-01 12:10:00,42.95,0.401,20.29,370.9,0.0,3.09,352.0,5.92
fcl01,2022-12-01 12:15:00,42.49,0.41,20.45,307.7,0.0,2.44,37.5,5.0
fcl01,2022-12-01 12:20:00,42.5,0.4,19.88,480.7,0.0,3.04,16.4,4.6
fcl01,2022-12-01 12:25:00,42.74,0.406,20.43,441.5,0.0,3.5,41.3,6.8
fcl01,2022-12-01 12:30:00,42.46,0.407,20.25,376.5,0.0,3.29,31.1,5.17
fcl01,2022-12-01 12:35:00,41.76,0.437,21.28,411.3,0.0,2.85,67.5,6.36
fcl01,2022-12-01 12:40:00,42.41,0.448,22.43,445.4,0.0,1.91,31.0,4.87
fcl01,2022-12-01 12:45:00,42.95,0.414,21.04,558.5,0.0,4.29,35.9,9.56
fcl01,2022-12-01 12:50:00,43.11,0.428,22.03,546.5,0.0,3.93,340.1,9.78
fcl01,2022-12-01 12:55:00,43.26,0.438,22.67,547.7,0.0,3.09,66.1,7.59
fcl01,2022-12-01 13:00:00,43.98,0.435,23.19,537.5,0.0,4.05,62.0,7.41
fcl01,2022-12-01 13:05:00,43.79,0.434,22.95,530.2,0.0,3.3,4.9,6.97
fcl01,2022-12-01 13:10:00,44.03,0.435,23.2,527.3,0.0,4.44,27.1,8.33
fcl01,2022-12-01 13:15:00,44.57,0.437,23.82,502.7,0.0,3.25,7.2,7.41
fcl01,2022-12-01 13:20:00,44.02,0.412,21.93,477.3,0.0,4.83,17.7,7.15
fcl01,2022-12-01 13:25:00,43.81,0.428,22.63,447.1,0.0,4.12,327.2,7.85
fcl01,2022-12-01 13:30:00,44.76,0.428,23.53,457.3,0.0,0.89,321.4,3.46
fcl01,2022-12-01 13:35:00,44.21,0.404,21.66,386.6,0.0,4.51,332.9,8.68
fcl01,2022-12-01 13:40:00,44.13,0.415,22.2,431.8,0.0,2.16,30.8,4.56
fcl01,2022-12-01 13:45:00,44.54,0.411,22.36,500.3,0.0,3.76,344.9,8.46
fcl01,2022-12-01 13:50:00,44.38,0.416,22.46,487.3,0.0,4.13,64.4,8.94
fcl01,2022-12-01 13:55:00,45.22,0.419,23.39,290.0,0.0,1.91,170.8,4.08
fcl01,2022-12-01 14:00:00,44.92,0.43,23.76,226.4,0.0,1.04,223.5,2.41
fcl01,2022-12-01 14:05:00,45.02,0.442,24.48,360.6,0.0,2.1,32.0,5.13
fcl01,2022-12-01 14:10:00,45.95,0.411,23.63,397.3,0.0,2.01,86.6,5.04
fcl01,2022-12-01 14:15:00,45.87,0.407,23.29,327.8,0.0,3.78,69.0,6.23
fcl01,2022-12-01 14:20:00,45.76,0.407,23.24,291.5,0.0,2.34,10.7,4.34
fcl01,2022-12-01 14:25:00,46.14,0.402,23.25,330.4,0.0,2.65,229.1,3.99
fcl01,2022-12-01 14:30:00,46.02,0.403,23.23,228.8,0.0,3.19,99.7,7.28
fcl01,2022-12-01 14:35:00,44.93,0.416,22.97,114.1,0.0,4.2,78.9,7.59
fcl01,2022-12-01 14:40:00,44.26,0.43,23.18,82.9,0.0,5.64,45.2,9.78
fcl01,2022-12-01 14:45:00,43.59,0.429,22.51,77.98,0.0,5.67,31.4,11.75
fcl01,2022-12-01 14:50:00,43.44,0.432,22.54,84.7,0.0,1.34,250.4,3.81
fcl01,2022-12-01 14:55:00,43.38,0.448,23.34,87.5,0.0,3.9,20.1,7.19
fcl01,2022-12-01 15:00:00,43.13,0.456,23.54,89.2,0.0,6.41,359.9,10.48
fcl01,2022-12-01 15:05:00,42.95,0.461,23.64,89.8,0.0,4.27,164.7,7.23
fcl01,2022-12-01 15:10:00,43.21,0.458,23.73,89.8,0.0,3.14,240.8,6.09
fcl01,2022-12-01 15:15:00,43.76,0.456,24.13,83.2,0.0,2.46,130.0,7.19
fcl01,2022-12-01 15:20:00,44.76,0.43,23.64,73.46,0.0,3.91,124.7,7.37
fcl01,2022-12-01 15:25:00,44.02,0.447,23.88,92.3,0.0,6.19,137.8,11.66
fcl01,2022-12-01 15:30:00,43.33,0.449,23.31,106.7,0.0,3.21,90.1,6.66
fcl01,2022-12-01 15:35:00,43.12,0.465,23.96,62.47,0.0,4.2,63.2,7.54
fcl01,2022-12-01 15:40:00,44.1,0.44,23.59,43.4,0.0,7.21,353.3,13.11
fcl01,2022-12-01 15:45:00,43.7,0.453,23.9,40.11,0.0,3.69,237.5,12.19
fcl01,2022-12-01 15:50:00,43.66,0.457,24.06,34.81,0.0,1.72,318.9,5.61
fcl01,2022-12-01 15:55:00,43.03,0.482,24.75,32.4,0.0,5.28,342.4,8.46
fcl01,2022-12-01 16:00:00,42.15,0.508,25.23,31.01,0.0,3.65,7.6,9.03
fcl01,2022-12-01 16:05:00,41.79,0.52,25.46,30.82,0.0,4.91,85.2,9.34
fcl01,2022-12-01 16:10:00,41.46,0.536,25.88,27.92,0.0,6.03,8.9,12.06
fcl01,2022-12-01 16:15:00,40.96,0.555,26.23,24.08,0.0,4.04,55.5,8.07
fcl01,2022-12-01 16:20:00,42.11,0.505,25.05,18.31,0.0,3.19,47.9,8.29
fcl01,2022-12-01 16:25:00,42.48,0.49,24.65,11.98,0.0,2.99,146.5,8.46
fcl01,2022-12-01 16:30:00,41.86,0.511,25.09,6.98,0.0,5.11,13.1,9.51
fcl01,2022-12-01 16:35:00,44.81,0.399,21.86,1.56,0.0,5.05,129.1,13.02
fcl01,2022-12-01 16:40:00,51.49,0.251,16.86,0.13,0.0,9.83,131.7,19.33
fcl01,2022-12-01 16:45:00,54.1,0.198,13.69,0.0,0.0,4.99,159.6,19.37
fcl01,2022-12-01 16:50:00,52.86,0.241,17.08,0.0,0.0,9.16,186.2,18.77
fcl01,2022-12-01 16:55:00,53.82,0.202,13.83,0.0,0.0,8.42,191.1,13.59
fcl01,2022-12-01 17:00:00,50.59,0.269,17.74,0.0,0.0,9.83,184.7,16.0
fcl01,2022-12-01 17:05:00,51.84,0.22,14.12,0.0,0.0,9.39,189.6,18.03
fcl01,2022-12-01 17:10:00,53.53,0.23,16.63,0.0,0.0,8.38,214.8,17.71
fcl01,2022-12-01 17:15:00,47.57,0.353,21.47,0.0,0.0,5.35,258.4,13.81
fcl01,2022-12-01 17:20:00,45.32,0.373,20.75,0.0,0.0,7.38,310.3,17.98
fcl01,2022-12-01 17:25:00,53.65,0.201,13.63,0.0,0.0,5.58,259.8,15.87
fcl01,2022-12-01 17:30:00,52.88,0.257,18.67,0.0,0.0,4.73,226.4,15.83
fcl01,2022-12-01 17:35:00,47.14,0.354,21.16,0.0,0.0,2.67,286.9,5.22
fcl01,2022-12-01 17:40:00,44.58,0.38,20.49,0.0,0.0,3.18,201.2,9.08
fcl01,2022-12-01 17:45:00,44.94,0.37,20.22,0.0,0.0,3.79,135.5,7.37
fcl01,2022-12-01 17:50:00,46.3,0.327,18.57,0.0,0.0,2.15,121.4,6.97
fcl01,2022-12-01 17:55:00,49.53,0.271,16.97,0.0,0.0,7.33,102.7,13.64
fcl01,2022-12-01 18:00:00,51.17,0.252,16.73,0.0,0.0,7.22,96.8,10.22
fcl01,2022-12-01 18:05:00,50.14,0.261,16.66,0.0,0.0,5.02,85.6,9.86
fcl01,2022-12-01 18:10:00,51.46,0.241,15.94,0.0,0.0,12.21,88.5,17.23
fcl01,2022-12-01 18:15:00,52.3,0.227,15.29,0.0,0.0,4.72,41.4,10.08
fcl01,2022-12-01 18:20:00,49.62,0.29,18.67,0.0,0.0,7.23,253.2,14.99
fcl01,2022-12-01 18:25:00,46.6,0.329,18.92,0.0,0.0,3.78,301.6,7.19
fcl01,2022-12-01 18:30:00,46.44,0.329,18.81,0.0,0.0,4.49,142.7,11.35
fcl01,2022-12-01 18:35:00,46.39,0.338,19.36,0.0,0.0,6.72,82.1,12.45
fcl01,2022-12-01 18:40:00,45.63,0.346,19.23,0.0,0.0,3.62,335.7,8.86
fcl01,2022-12-01 18:45:00,45.97,0.339,19.11,0.0,0.0,6.42,57.3,12.36
fcl01,2022-12-01 18:50:00,45.49,0.357,19.88,0.0,0.0,6.02,144.9,10.96
fcl01,2022-12-01 18:55:00,44.12,0.4,21.3,0.0,0.0,3.52,285.7,6.18
fcl01,2022-12-01 19:00:00,43.46,0.401,20.77,0.0,0.0,2.47,314.9,5.79
fcl01,2022-12-01 19:05:00,43.12,0.4,20.41,0.0,0.0,2.54,10.4,4.25
fcl01,2022-12-01 19:10:00,41.96,0.415,20.25,0.0,0.0,1.96,245.8,3.81
fcl01,2022-12-01 19:15:00,41.37,0.414,19.67,0.0,0.0,2.25,53.7,4.43
fcl01,2022-12-01 19:20:00,41.25,0.419,19.82,0.0,0.0,2.1,320.7,5.35
fcl01,2022-12-01 19:25:00,40.61,0.439,20.35,0.0,0.0,1.31,43.7,2.81
fcl01,2022-12-01 19:30:00,39.5,0.47,20.9,0.0,0.0,2.74,339.3,4.56
fcl01,2022-12-01 19:35:00,38.29,0.504,21.45,0.0,0.0,3.78,347.0,6.88
fcl01,2022-12-01 19:40:00,37.91,0.507,21.22,0.0,0.0,1.98,332.2,4.34
fcl01,2022-12-01 19:45:00,37.7,0.502,20.82,0.0,0.0,4.14,359.8,9.56
fcl01,2022-12-01 19:50:00,37.7,0.497,20.6,0.0,0.0,2.43,301.9,4.82
fcl01,2022-12-01 19:55:00,37.27,0.51,20.8,0.0,0.0,3.61,325.9,6.97
fcl01,2022-12-01 20:00:00,37.38,0.51,20.88,0.0,0.0,4.08,57.5,8.9
fcl01,2022-12-01 20:05:00,37.48,0.507,20.87,0.0,0.0,4.08,303.6,7.59
fcl01,2022-12-01 20:10:00,37.7,0.499,20.69,0.0,0.0,2.86,7.5,6.18
fcl01,2022-12-01 20:15:00,36.39,0.529,20.82,0.0,0.0,3.24,186.5,5.48
fcl01,2022-12-01 20:20:00,36.78,0.521,20.83,0.0,0.0,1.99,282.0,5.44
fcl01,2022-12-01 20:25:00,36.42,0.537,21.23,0.0,0.0,4.48,307.9,8.11
fcl01,2022-12-01 20:30:00,36.62,0.54,21.52,0.0,0.0,2.72,351.9,7.06
fcl01,2022-12-01 20:35:00,36.38,0.545,21.52,0.0,0.0,3.46,30.9,7.59
fcl01,2022-12-01 20:40:00,36.04,0.554,21.6,0.0,0.0,3.31,315.6,9.47
fcl01,2022-12-01 20:45:00,35.95,0.551,21.4,0.0,0.0,3.14,314.7,6.75
fcl01,2022-12-01 20:50:00,36.87,0.526,21.16,0.0,0.0,5.55,146.9,10.26
fcl01,2022-12-01 20:55:00,37.13,0.521,21.15,0.0,0.0,3.68,265.0,6.62
fcl01,2022-12-01 21:00:00,37.45,0.51,20.96,0.0,0.0,3.21,104.9,6.71
fcl01,2022-12-01 21:05:00,37.65,0.513,21.28,0.0,0.0,2.99,197.2,4.12
fcl01,2022-12-01 21:10:00,36.64,0.538,21.44,0.0,0.0,1.44,19.8,3.51
fcl01,2022-12-01 21:15:00,37.05,0.525,21.26,0.0,0.0,4.04,115.9,6.71
fcl01,2022-12-01 21:20:00,38.17,0.502,21.23,0.0,0.0,5.02,52.5,9.16
fcl01,2022-12-01 21:25:00,39.14,0.477,20.95,0.0,0.0,5.6,6.9,9.21
fcl01,2022-12-01 21:30:00,39.17,0.471,20.65,0.0,0.0,5.09,54.7,8.24
fcl01,2022-12-01 21:35:00,39.55,0.464,20.65,0.0,0.0,5.09,353.8,11.09
fcl01,2022-12-01 21:40:00,40.53,0.452,20.93,0.0,0.0,3.28,329.1,5.44
fcl01,2022-12-01 21:45:00,38.32,0.503,21.43,0.0,0.0,1.51,260.5,4.08
fcl01,2022-12-01 21:50:00,38.13,0.5,21.13,0.0,0.0,4.96,206.6,11.57
fcl01,2022-12-01 21:55:00,39.36,0.476,21.11,0.0,0.0,3.17,268.9,6.62
fcl01,2022-12-01 22:00:00,38.95,0.49,21.39,0.0,0.0,2.75,275.1,4.47
fcl01,2022-12-01 22:05:00,38.66,0.485,20.91,0.0,0.0,4.8,317.6,7.94
fcl01,2022-12-01 22:10:00,38.09,0.482,20.23,0.0,0.0,3.06,349.2,7.28
fcl01,2022-12-01 22:15:00,37.36,0.497,20.26,0.0,0.0,3.09,5.4,5.09
fcl01,2022-12-01 22:20:00,36.89,0.508,20.33,0.0,0.0,1.88,355.1,4.21
fcl01,2022-12-01 22:25:00,36.54,0.515,20.32,0.0,0.0,3.79,1.5,6.27
fcl01,2022-12-01 22:30:00,36.6,0.513,20.33,0.0,0.0,4.64,340.2,7.28
fcl01,2022-12-01 22:35:00,37.38,0.502,20.5,0.0,0.0,3.67,63.8,5.87
fcl01,2022-12-01 22:40:00,36.48,0.523,20.67,0.0,0.0,2.22,332.1,4.74
fcl01,2022-12-01 22:45:00,36.73,0.523,20.89,0.0,0.0,2.44,338.2,4.52
fcl01,2022-12-01 22:50:00,36.65,0.533,21.23,0.0,0.0,3.11,27.6,6.49
fcl01,2022-12-01 22:55:00,35.97,0.55,21.38,0.0,0.0,4.05,49.7,5.83
fcl01,2022-12-01 23:00:00,36.57,0.534,21.23,0.0,0.0,4.33,349.4,7.76
fcl01,2022-12-01 23:05:00,37.35,0.515,21.07,0.0,0.0,3.23,7.3,10.39
